70,1936,6261.244645,1/19/2014,credit card
71,4493,8747.896442,11/25/2014,bank transfer
72,9263,61266.90982,10/22/2014,manager's check
73,5780,2606.759025,4/20/2014,credit card
74,3921,3590.172428,3/10/2014,paypal
75,3362,195.7426173,11/7/2014,personal cjeck
76,5563,89619.70743,2/19/2014,cash
77,2144,98271.38529,12/24/2014,debit card
78,8509,742.1714448,9/17/2014,manager's check
79,5262,26881.81281,6/30/2014,none
80,5264,2595.743881,4/11/2014,bank transfer
81,1322,66255.91267,5/17/2014,personal cjeck
82,9231,16991.66129,9/28/2014,bitcoin
83,6700,54471.03653,1/28/2014,bank transfer
84,4211,38383.60082,6/24/2014,bank transfer
85,6378,25389.37488,2/13/2014,none
86,6493,32999.44431,10/7/2014,credit card
87,7519,15214.53431,8/23/2014,bitcoin
88,6976,31680.66671,9/28/2014,cash
89,4958,4562.513927,3/5/2014,bank transfer
90,1991,11461.77922,11/15/2014,manager's check
91,2378,8005.634915,8/27/2014,manager's check
92,8060,9794.346026,12/12/2014,none
93,8531,16711.22652,10/29/2014,bitcoin
94,5762,5331.665927,1/25/2014,credit card
95,137,68193.01275,12/28/2014,personal cjeck
96,9748,30426.76101,10/20/2014,paypal
97,1912,63424.23804,3/29/2014,bank transfer
98,9686,75930.70937,11/9/2014,none
99,5311,12909.4005,5/5/2014,credit card
100,3205,41549.22987,9/22/2014,manager's check
101,1007,42604.28511,12/27/2014,personal cjeck
102,9634,923.2826469,1/23/2014,cash
103,6297,5247.462216,4/8/2014,lbc
104,5347,19555.89392,12/11/2014,manager's check
105,5969,3233.288544,4/23/2014,personal cjeck
106,3471,46507.16957,8/14/2014,cash
107,6290,21798.19657,7/28/2014,paypal
108,7968,10410.63499,9/30/2014,manager's check
109,789,38115.69972,10/22/2014,personal cjeck
110,4908,155.178084,11/6/2014,credit card
111,1676,35461.57214,12/1/2014,credit card
112,7289,4033.451154,3/17/2014,cash
113,9620,3323.374163,5/26/2014,paypal
114,3422,65141.9698,8/29/2014,paypal
115,6333,1828.549,3/12/2014,debit card
116,1796,5152.599464,12/12/2014,personal cjeck
117,2184,39854.6425,10/1/2014,bank transfer
118,8163,9877.213212,10/16/2014,bank transfer
119,8819,6867.924119,4/22/2014,personal cjeck
120,6950,22578.46654,9/1/2014,bank transfer
121,5510,12880.56394,5/8/2014,none
122,8147,15873.05837,11/30/2014,credit card
123,4586,8223.156072,2/23/2014,cash
124,7154,11330.38859,11/2/2014,bank transfer
125,6681,26936.87352,12/31/2014,debit card
126,9975,8250.304618,11/11/2014,personal cjeck
127,3549,31821.47694,3/15/2014,none
128,95,63008.49299,5/10/2014,manager's check
129,2308,3701.780301,5/15/2014,paypal
130,7145,75795.60468,1/22/2014,bank transfer
131,6393,14226.18235,9/8/2014,cash
132,2791,13970.50893,11/29/2014,bank transfer
133,2897,5763.514734,1/30/2014,bitcoin
134,3687,12436.00257,6/25/2014,none
135,607,39069.92227,9/12/2014,bitcoin
136,2749,26575.15291,11/29/2014,personal cjeck
137,6776,3304.293911,4/7/2014,personal cjeck
138,983,44396.1889,5/2/2014,lbc
139,4732,72740.69286,11/11/2014,bank transfer
140,9019,1901.620137,2/25/2014,none
141,3562,36852.08539,4/9/2014,credit card
142,8319,2683.503468,11/26/2014,bank transfer
143,9672,6682.652483,3/16/2014,bank transfer
144,9736,23238.17906,11/4/2014,personal cjeck
145,3344,473.0331475,8/22/2014,cash
146,3601,59206.385,2/27/2014,credit card
147,5422,233.082282,10/7/2014,credit card
148,8186,21519.04056,6/7/2014,debit card
149,1547,29381.61776,11/15/2014,bank transfer
150,3599,80807.9845,12/25/2014,manager's check
151,1703,8986.094103,3/11/2014,lbc
152,4097,31130.67479,5/1/2014,bitcoin
153,7262,29462.79028,11/19/2014,credit card
154,87,1316.717424,2/13/2014,cash
155,2689,2604.53371,2/12/2014,none
156,7814,4453.625487,9/6/2014,cash
157,876,28037.32593,9/7/2014,manager's check
158,7959,1002.602453,10/27/2014,credit card
159,2773,6844.920937,6/3/2014,manager's check
160,2579,30983.50428,5/14/2014,cash
161,2811,31928.2214,6/15/2014,debit card
162,858,40349.01981,4/25/2014,cash
163,3117,25909.59174,3/31/2014,cash
164,1706,37089.8556,10/6/2014,paypal
165,7542,20675.76113,6/9/2014,cash
166,514,25254.29986,6/28/2014,manager's check
167,6994,2371.948365,9/28/2014,credit card
168,9925,4253.280983,7/22/2014,lbc
169,5459,6341.024728,9/3/2014,personal cjeck
170,5770,32737.99845,6/5/2014,paypal
171,1087,16960.48932,8/15/2014,bank transfer
172,4950,84121.91711,11/29/2014,manager's check
173,946,65013.12154,6/23/2014,paypal
174,2306,84266.70681,9/13/2014,debit card
175,7254,69862.41223,5/12/2014,paypal
176,6300,82455.43795,6/6/2014,lbc
177,9883,16598.2691,11/22/2014,lbc
178,8286,41982.77418,12/19/2014,manager's check
179,3181,33201.97813,8/27/2014,paypal
180,4780,12849.20495,3/9/2014,bitcoin
181,2799,18031.77229,7/12/2014,bank transfer
182,1892,19136.96624,4/12/2014,lbc
183,9024,26538.8538,6/18/2014,none
184,6988,18677.82486,6/23/2014,manager's check
185,9884,20574.65337,5/1/2014,paypal
186,9360,46698.37856,8/24/2014,credit card
187,5357,7759.167603,12/16/2014,paypal
188,8516,4066.932991,4/6/2014,personal cjeck
189,7555,86085.51048,4/3/2014,none
190,249,45013.12282,5/2/2014,lbc
191,4237,18185.01978,3/1/2014,personal cjeck
192,7572,14589.84524,11/4/2014,cash
193,920,38926.08426,4/11/2014,credit card
194,2395,570.2250932,11/6/2014,lbc
195,7232,41715.3658,6/11/2014,manager's check
196,6121,61639.1635,7/13/2014,none
197,2946,19861.00841,9/4/2014,none
198,6796,941.2438661,5/3/2014,manager's check
199,7946,4047.36945,7/16/2014,manager's check
200,1182,41409.08645,6/15/2014,credit card
201,9929,9603.505279,8/5/2014,bitcoin
202,7826,75771.85862,10/8/2014,cash
203,8630,9965.276031,1/6/2014,lbc
204,4748,534.9731235,4/8/2014,credit card
205,417,27833.69271,1/3/2014,lbc
206,1613,10158.18018,5/12/2014,credit card
207,6023,2032.096572,5/5/2014,bank transfer
208,6323,77171.63817,6/8/2014,paypal
209,6970,18870.40363,4/28/2014,paypal
210,6037,23235.04578,6/3/2014,bank transfer
211,2765,1418.382774,5/7/2014,debit card
212,119,14492.12214,7/17/2014,paypal
213,6158,69256.85283,6/4/2014,cash
214,7463,30578.10025,2/10/2014,credit card
215,9783,21613.59165,6/2/2014,bitcoin
216,270,18209.43217,8/26/2014,personal cjeck
217,2531,6570.921356,9/16/2014,bank transfer
218,2915,9351.11342,12/23/2014,lbc
219,5559,10504.53013,4/20/2014,manager's check
220,3027,14463.30452,4/10/2014,none
221,6250,23833.19994,6/15/2014,bank transfer
222,8775,65969.09905,3/20/2014,credit card
223,4728,211.1655579,2/17/2014,bitcoin
224,397,3193.929291,3/3/2014,personal cjeck
225,7435,45865.33106,3/12/2014,bank transfer
226,5029,23160.95043,3/14/2014,bitcoin
227,6982,42780.99413,1/19/2014,bank transfer
228,1329,64347.49969,9/28/2014,cash
229,1056,11006.98144,12/26/2014,bitcoin
230,6132,32860.86725,8/16/2014,credit card
231,6433,6990.293035,4/16/2014,cash
232,6070,406.8896995,1/2/2014,debit card
233,9895,4429.13572,5/6/2014,debit card
234,1629,26796.87723,8/2/2014,paypal
235,8453,27051.70851,4/29/2014,cash
236,9586,22622.55234,4/28/2014,credit card
237,411,69463.78669,11/17/2014,paypal
238,8405,10862.37514,11/8/2014,personal cjeck
239,7705,19605.38919,10/16/2014,bank transfer
240,4554,108.4345576,9/3/2014,credit card
241,8575,47280.24901,6/24/2014,debit card
242,6775,8345.750899,10/22/2014,manager's check
243,4016,27069.60816,1/6/2014,debit card
244,6177,17436.92723,3/31/2014,paypal
245,1089,11501.22871,5/13/2014,manager's check
246,6480,11007.47928,5/15/2014,personal cjeck
247,6300,81509.5465,2/24/2014,lbc
248,7128,5048.635314,8/13/2014,bank transfer
249,6606,16347.46581,6/5/2014,debit card
250,8109,43201.85696,4/26/2014,lbc
251,6851,1068.919031,8/14/2014,paypal
252,3026,1291.763378,9/5/2014,manager's check
253,1830,23702.28326,9/5/2014,personal cjeck
254,2724,24851.00747,9/18/2014,credit card
255,4502,1246.066841,9/21/2014,debit card
256,1637,30876.25205,2/19/2014,credit card
257,2748,1325.428915,5/18/2014,paypal
258,7735,24099.01846,9/26/2014,bank transfer
259,1235,24476.26455,5/1/2014,debit card
260,1092,5457.016453,6/26/2014,bitcoin
261,4295,52120.88214,4/22/2014,credit card
262,5188,20607.51162,12/2/2014,bank transfer
263,6188,22061.15467,10/20/2014,personal cjeck
264,8094,2019.040277,8/3/2014,cash
265,7713,10.68348773,11/8/2014,debit card
266,7468,60699.89388,8/31/2014,debit card
267,4034,18545.28792,10/30/2014,lbc
268,2458,60098.56594,5/30/2014,lbc
269,8464,25889.85471,2/25/2014,debit card
270,9136,24512.97963,9/2/2014,lbc
271,9577,1229.876948,8/14/2014,cash
272,6130,9826.434283,12/30/2014,debit card
273,5779,85667.41639,1/30/2014,paypal
274,1469,8064.752648,12/16/2014,paypal
275,3387,6249.508503,10/15/2014,none
276,8570,7856.118254,2/27/2014,lbc
277,7362,9677.980636,7/13/2014,credit card
278,891,7661.98067,8/1/2014,manager's check
279,5573,13393.80574,8/25/2014,personal cjeck
280,341,912.9059802,7/2/2014,lbc
281,4019,11903.73094,11/14/2014,lbc
282,2180,14921.09193,7/29/2014,debit card
283,3320,64809.99595,9/26/2014,personal cjeck
284,7301,24410.06558,6/21/2014,cash
285,9479,36516.72744,9/22/2014,cash
286,1701,8824.464736,6/26/2014,manager's check
287,3967,9075.9147,3/24/2014,personal cjeck
288,709,2773.131704,11/5/2014,lbc
289,2630,40929.65048,6/9/2014,bitcoin
290,6351,29202.18697,2/5/2014,bank transfer
291,9387,441.3924016,12/16/2014,bitcoin
292,5399,32811.20208,12/14/2014,credit card
293,6717,11936.57226,12/25/2014,manager's check
294,750,9935.667199,3/10/2014,manager's check
295,8400,43559.75411,7/6/2014,bank transfer
296,9242,17319.89335,10/19/2014,lbc
297,9765,87775.52168,6/14/2014,lbc
298,6414,15841.60342,11/25/2014,paypal
299,8003,7233.692633,5/23/2014,personal cjeck
300,6319,35236.79368,6/25/2014,bank transfer
301,4692,46640.50252,2/6/2014,manager's check
302,5500,33402.00186,1/27/2014,bank transfer
303,1560,18095.83775,10/7/2014,manager's check
304,9018,1298.68612,12/20/2014,paypal
305,7180,74616.13494,9/17/2014,paypal
306,9427,15040.64992,1/23/2014,debit card
307,3279,38461.32472,6/19/2014,credit card
308,3068,37556.75179,3/23/2014,personal cjeck
309,3371,61607.21772,2/22/2014,lbc
310,9462,1523.718192,1/21/2014,manager's check
311,8697,9108.928466,9/28/2014,manager's check
312,7688,12583.76333,10/30/2014,credit card
313,988,4380.590281,3/30/2014,bitcoin
314,6482,104.7720852,5/9/2014,debit card
315,5996,14125.05313,7/8/2014,lbc
316,1524,8061.280999,4/3/2014,bank transfer
317,9188,8764.620424,6/8/2014,cash
318,2487,18210.59611,2/2/2014,credit card
319,9316,41630.76575,10/23/2014,personal cjeck
320,2885,589.9920463,8/12/2014,bitcoin
321,8676,1018.731653,1/30/2014,credit card
322,6444,24709.4475,5/18/2014,lbc
323,9884,5813.414631,6/18/2014,manager's check
324,2246,3821.351957,9/18/2014,bank transfer
325,9932,62582.49091,6/25/2014,none
326,6138,3217.372131,4/18/2014,manager's check
327,4425,69523.79119,1/29/2014,debit card
328,4902,48295.7634,6/26/2014,lbc
329,7591,26672.70307,5/13/2014,personal cjeck
330,3043,13777.22943,11/10/2014,bank transfer
331,2732,32395.27761,4/24/2014,debit card
332,4037,20087.64373,10/4/2014,paypal
333,5886,50441.45989,6/17/2014,manager's check
334,6945,8875.084975,7/11/2014,bitcoin
335,5777,33612.79587,9/22/2014,bank transfer
336,7990,3638.181817,10/19/2014,paypal
337,5294,69457.44883,5/14/2014,lbc
338,1811,9183.806473,8/23/2014,credit card
339,4799,21844.55626,10/19/2014,bitcoin
340,3343,14255.25654,3/21/2014,cash
341,3025,39616.61146,3/7/2014,credit card
342,4928,94406.6972,4/17/2014,credit card
343,7045,41844.07042,5/13/2014,lbc
344,2274,29700.94039,9/4/2014,bank transfer
345,3012,52689.01641,12/12/2014,bank transfer
346,8954,42013.4569,8/6/2014,lbc
347,9237,7110.84963,2/24/2014,debit card
348,7395,32103.21024,1/30/2014,credit card
349,185,8515.276157,10/14/2014,lbc
350,7985,1822.807057,1/4/2014,none
351,1112,19683.09317,5/12/2014,credit card
352,2382,15506.5362,9/20/2014,none
353,2748,31534.89081,1/4/2014,credit card
354,9214,13015.83722,8/15/2014,bitcoin
355,6878,14180.88775,5/5/2014,credit card
356,41,42427.51274,9/30/2014,debit card
357,8646,35257.0774,11/2/2014,manager's check
358,7680,16629.92767,6/26/2014,lbc
359,9974,67216.64466,3/23/2014,paypal
360,5107,2685.349205,3/29/2014,manager's check
361,621,54338.39666,8/17/2014,manager's check
362,1653,8052.906899,10/12/2014,manager's check
363,5436,9227.291869,12/22/2014,cash
364,6469,46766.4256,8/27/2014,lbc
365,8749,4871.594641,2/11/2014,debit card
366,3210,1768.713698,1/6/2014,none
367,2788,50182.42501,7/24/2014,none
368,3918,12078.26002,5/16/2014,none
369,5725,1479.295725,10/28/2014,bitcoin
370,4273,23715.27058,3/14/2014,bank transfer
371,6545,2495.832589,7/30/2014,manager's check
372,1503,3836.298995,11/9/2014,credit card
373,775,59073.31494,1/6/2014,lbc
374,2104,4132.04993,2/26/2014,manager's check
375,5176,26946.76864,5/8/2014,none
376,4949,58400.70555,5/17/2014,paypal
377,3261,5927.060292,10/30/2014,none
378,7992,28841.24943,7/19/2014,debit card
379,7297,39199.27146,6/16/2014,bitcoin
380,3203,12661.65657,12/13/2014,debit card
381,5157,50913.59041,12/24/2014,none
382,6026,5865.241648,6/11/2014,cash
383,5254,32544.62351,8/7/2014,none
384,8570,36240.48948,1/18/2014,cash
385,4529,1127.855087,3/31/2014,personal cjeck
386,511,39305.75143,9/9/2014,bitcoin
387,6995,6962.562139,10/9/2014,manager's check
388,1998,13516.06665,5/27/2014,debit card
389,1381,56380.33695,2/14/2014,personal cjeck
390,8200,27875.1015,5/21/2014,bank transfer
391,4784,17402.49888,11/19/2014,lbc
392,9606,24503.35813,4/6/2014,manager's check
393,7068,563.884315,11/23/2014,lbc
394,6407,14312.96515,3/12/2014,debit card
395,1556,56788.43441,8/8/2014,personal cjeck
396,4205,20295.87641,3/26/2014,manager's check
397,7691,46328.94103,8/29/2014,manager's check
398,3893,4448.926336,12/19/2014,none
399,3219,12811.99003,11/24/2014,paypal
400,5296,30271.5958,6/2/2014,paypal
401,9893,4013.739261,3/17/2014,personal cjeck
402,4712,5547.505893,11/14/2014,none
403,6055,6200.960772,9/12/2014,debit card
404,3293,28540.41486,9/4/2014,none
405,270,33019.23038,8/5/2014,bitcoin
406,523,14120.48002,2/18/2014,bank transfer
407,6959,4507.002762,2/23/2014,manager's check
408,6306,5156.903347,7/30/2014,personal cjeck
409,3742,43812.75746,2/22/2014,none
410,9491,20398.94767,3/24/2014,manager's check
411,4832,11230.04633,7/18/2014,credit card
412,9397,86580.60216,5/31/2014,credit card
413,9921,14924.826,3/2/2014,bitcoin
414,2403,32635.91579,7/26/2014,personal cjeck
415,4170,32109.45948,3/10/2014,personal cjeck
416,7971,55775.05834,10/13/2014,cash
417,8903,78941.96834,5/2/2014,paypal
418,8155,20209.47493,10/10/2014,debit card
419,10,1427.918704,4/8/2014,bitcoin
420,5296,4956.813388,11/27/2014,bitcoin
421,919,29570.55281,11/23/2014,debit card
422,29,8720.808037,3/2/2014,debit card
423,6917,8330.622724,8/21/2014,none
424,1401,71812.15619,2/27/2014,none
425,6802,29500.8617,12/13/2014,manager's check
426,5036,20123.22917,10/20/2014,cash
427,1274,37555.34398,1/13/2014,credit card
428,6846,10309.76741,3/7/2014,credit card
429,6137,29378.79762,12/27/2014,credit card
430,909,7743.761016,9/22/2014,cash
431,947,6113.464196,5/30/2014,lbc
432,9026,22493.55483,7/9/2014,lbc
433,6429,38762.14259,2/1/2014,paypal
434,6919,1972.824173,9/25/2014,paypal
435,2346,11620.37512,1/3/2014,personal cjeck
436,6092,37734.47058,11/6/2014,cash
437,8302,24587.9912,1/15/2014,bitcoin
438,1626,8531.766037,7/22/2014,paypal
439,4251,11204.11238,9/27/2014,none
440,6054,8551.981246,7/12/2014,none
441,7016,55826.85887,8/9/2014,none
442,9379,16275.91288,1/19/2014,personal cjeck
443,6352,42991.80721,10/14/2014,bank transfer
444,2152,76442.28958,9/19/2014,debit card
445,7672,16938.17206,8/3/2014,manager's check
446,8780,57391.43768,4/4/2014,credit card
447,1725,1936.594142,6/5/2014,lbc
448,3606,3029.625403,6/6/2014,bank transfer
449,5418,244.3481992,5/22/2014,personal cjeck
450,7232,39196.04686,7/18/2014,debit card
451,838,25515.05179,6/26/2014,debit card
452,6292,17956.64111,5/28/2014,manager's check
453,476,4378.936107,11/10/2014,paypal
454,9268,43162.37847,3/16/2014,bitcoin
455,298,13007.25162,12/12/2014,paypal
456,1298,1158.607547,2/12/2014,credit card
457,1364,43860.55748,12/20/2014,debit card
458,6553,12554.55802,7/17/2014,credit card
459,5143,24855.27198,7/19/2014,lbc
460,643,9451.926658,5/9/2014,bitcoin
461,6175,3707.440776,5/2/2014,manager's check
462,7865,95372.81608,6/15/2014,cash
463,4057,74022.71515,2/5/2014,manager's check
464,7377,3550.148417,2/27/2014,debit card
465,8198,2519.842988,10/25/2014,debit card
466,3757,45575.89383,6/2/2014,none
467,7909,25678.86283,3/19/2014,personal cjeck
468,595,13456.29291,12/6/2014,cash
469,546,12196.10856,3/25/2014,debit card
470,2227,24798.47602,4/13/2014,cash
471,4710,13477.3386,7/3/2014,bitcoin
472,2722,4295.828329,7/7/2014,debit card
473,4756,47287.92564,9/9/2014,bitcoin
474,9538,72688.20956,6/9/2014,bank transfer
475,544,49440.87406,4/20/2014,manager's check
476,8607,28693.13036,4/18/2014,manager's check
477,8604,1889.808869,10/13/2014,bank transfer
478,4074,376.5969923,2/22/2014,lbc
479,1258,37555.28106,2/26/2014,none
480,5308,22560.72663,7/28/2014,paypal
481,7992,21907.09411,7/5/2014,personal cjeck
482,4385,8476.786614,5/19/2014,none
483,4964,7665.147419,9/27/2014,cash
484,7513,5143.155676,5/3/2014,credit card
485,4912,10993.37926,12/5/2014,cash
486,956,22917.54579,7/7/2014,credit card
487,6681,42564.5529,9/13/2014,none
488,5813,61971.40511,3/10/2014,bank transfer
489,5487,156.3605567,10/30/2014,debit card
490,4915,46987.59763,12/6/2014,bitcoin
491,8615,40474.58827,1/14/2014,credit card
492,4445,5645.629587,8/14/2014,personal cjeck
493,662,1334.210784,5/20/2014,cash
494,9923,42099.71359,12/17/2014,none
495,1706,1839.309178,6/17/2014,debit card
496,885,56319.99041,8/10/2014,bank transfer
497,2190,8115.53219,8/11/2014,debit card
498,1094,41669.27572,3/9/2014,credit card
499,8702,15562.86411,10/20/2014,manager's check
500,6903,15748.21812,10/18/2014,manager's check
501,3521,612.0167303,6/30/2014,none
502,9243,2366.570979,10/21/2014,debit card
503,7792,7153.099805,6/26/2014,bitcoin
504,9696,55681.03516,4/19/2014,paypal
505,4416,11561.53111,10/1/2014,credit card
506,181,59092.03097,2/13/2014,paypal
507,7392,42285.18294,6/26/2014,bank transfer
508,4142,26533.39018,10/5/2014,manager's check
509,4958,32384.57494,2/3/2014,none
510,5856,28897.76537,5/25/2014,bank transfer
511,1637,21071.19281,8/3/2014,none
512,2583,3541.23098,7/11/2014,personal cjeck
513,5646,6867.138259,5/13/2014,credit card
514,7522,5211.630177,8/7/2014,lbc
515,5669,49037.78222,2/21/2014,personal cjeck
516,9543,60812.22029,5/20/2014,paypal
517,8173,54560.59556,11/28/2014,manager's check
518,1714,6023.251556,12/24/2014,paypal
519,2625,48117.91198,5/24/2014,personal cjeck
520,2007,25686.57163,2/26/2014,lbc
521,8978,45.50198414,10/26/2014,none
522,4839,13857.48223,10/24/2014,personal cjeck
523,3154,16366.91564,11/7/2014,cash
524,845,8829.939308,6/22/2014,bitcoin
525,6179,24772.78668,4/8/2014,manager's check
526,4167,69606.07964,9/13/2014,credit card
527,3037,65411.61916,4/2/2014,lbc
528,521,32442.29624,8/2/2014,manager's check
529,5818,4448.666132,11/10/2014,lbc
530,6193,65182.8496,4/29/2014,lbc
531,4744,19021.93074,8/24/2014,credit card
532,2257,29848.25695,9/3/2014,lbc
533,3891,58601.87225,5/11/2014,personal cjeck
534,7024,15709.78926,12/12/2014,bank transfer
535,9134,46763.72921,5/21/2014,cash
536,7995,2269.608579,7/2/2014,none
537,9692,22230.92241,1/16/2014,cash
538,9996,15349.38852,2/22/2014,none
539,4670,26600.60482,6/22/2014,debit card
540,1511,39130.73149,11/13/2014,cash
541,478,10587.07797,7/29/2014,cash
542,4772,8041.373655,6/19/2014,none
543,8655,48769.12611,3/23/2014,lbc
544,1256,735.0903503,4/22/2014,cash
545,6496,22875.26404,5/21/2014,debit card
546,6605,11460.97591,8/22/2014,personal cjeck
547,1250,2768.783546,3/27/2014,manager's check
548,8981,4794.73481,6/12/2014,cash
549,6274,5508.325752,3/6/2014,bank transfer
550,3279,3829.976388,6/21/2014,manager's check
551,5900,7527.426245,10/6/2014,none
552,5538,2577.117545,5/22/2014,cash
553,2815,71270.14281,9/6/2014,personal cjeck
554,179,216.5010998,5/26/2014,personal cjeck
555,2875,1683.417745,8/5/2014,manager's check
556,5023,4084.209805,4/17/2014,lbc
557,238,20454.14348,9/15/2014,bitcoin
558,6630,5006.115464,6/23/2014,bitcoin
559,6303,43700.73938,9/23/2014,lbc
560,8256,82719.92751,6/6/2014,cash
561,2530,3294.879531,9/23/2014,bank transfer
562,5520,33076.55321,5/2/2014,paypal
563,1678,9611.700958,1/20/2014,bank transfer
564,6574,33054.68777,4/1/2014,bank transfer
565,6171,39281.6317,6/7/2014,debit card
566,5639,5121.770943,4/11/2014,manager's check
567,3734,12565.58377,10/12/2014,bank transfer
568,7211,18648.10763,7/21/2014,manager's check
569,6075,1467.150813,12/9/2014,none
570,7646,2807.95891,4/11/2014,none
571,29,11673.53717,4/13/2014,manager's check
572,8832,19130.48549,9/5/2014,lbc
573,1866,3062.299109,12/25/2014,debit card
574,2027,20411.55802,10/24/2014,cash
575,8140,63002.58397,3/12/2014,none
576,1041,5858.919345,12/17/2014,cash
577,8142,33316.24272,6/13/2014,none
578,6443,14040.5119,8/16/2014,bitcoin
579,7320,10461.46419,7/10/2014,bitcoin
580,4521,3096.5615,5/1/2014,none
581,4401,18993.93862,4/23/2014,debit card
582,1969,13926.22869,7/11/2014,lbc
583,5674,58762.44373,11/23/2014,personal cjeck
584,2747,36967.58046,6/16/2014,manager's check
585,101,12338.66327,7/18/2014,personal cjeck
586,7157,7381.937456,5/1/2014,manager's check
587,5175,21949.36252,5/6/2014,none
588,5733,24396.64735,7/5/2014,cash
589,6426,47538.67619,9/11/2014,cash
590,5724,4258.293256,12/16/2014,debit card
591,7472,6386.01618,2/15/2014,manager's check
592,7898,37902.75495,9/9/2014,debit card
593,7226,3040.38606,2/19/2014,credit card
594,940,61689.19812,10/19/2014,debit card
595,8522,2171.79264,9/20/2014,cash
596,1102,26218.01155,9/19/2014,debit card
597,2178,10549.98986,3/4/2014,debit card
598,3898,23912.67668,8/30/2014,cash
599,2089,6573.445897,4/18/2014,paypal
600,2847,14473.17855,10/26/2014,debit card
601,1701,22024.77071,10/11/2014,credit card
602,365,9727.094713,9/23/2014,none
603,8245,80871.6899,8/14/2014,debit card
604,4568,34876.08351,10/1/2014,personal cjeck
605,2385,45532.77511,2/5/2014,cash
606,6023,785.0992168,9/6/2014,bank transfer
607,2454,22049.47637,6/16/2014,personal cjeck
608,5377,27830.44926,11/4/2014,personal cjeck
609,6708,18778.30452,2/5/2014,cash
610,5213,17019.95068,3/29/2014,bitcoin
611,9178,11228.0901,11/2/2014,bitcoin
612,44,3569.797624,2/26/2014,paypal
613,3123,60409.9772,3/21/2014,bitcoin
614,1389,19071.85451,12/20/2014,personal cjeck
615,7937,6418.963173,1/31/2014,bitcoin
616,9782,4271.856553,11/6/2014,credit card
617,1365,10416.82662,10/12/2014,none
618,2983,9977.085098,7/1/2014,cash
619,3589,18608.03434,8/9/2014,lbc
620,8117,47915.19582,11/2/2014,debit card
621,606,7065.47746,12/2/2014,paypal
622,9303,46507.63973,10/13/2014,paypal
623,3782,16516.33389,1/1/2014,lbc
624,9641,55510.9263,2/1/2014,bitcoin
625,6883,604.4513608,9/1/2014,lbc
626,678,36513.9539,11/29/2014,debit card
